N,P,K,temperature,humidity,ph,Annual Rainfall,Recommended Crop
44,77,21,32.63918668,61.3009051,7.326980454,742.0651375,Blackgram
38,62,25,32.7477393,67.77954584,7.453975408,760.5341332,Blackgram
32,76,15,28.05153602,63.49802189,7.604110177,520.2954452,Lentil
13,61,22,19.44084326,63.27771461,7.728832424,561.9756143,Lentil
38,60,20,29.84823072,60.63872613,7.491217102,561.6543114,Lentil
11,74,17,21.36383757,69.92375891,6.633864582,559.623438,Lentil
37,71,16,26.28663931,68.51966729,7.324863481,553.6599608,Lentil
29,71,18,22.17499963,62.13873825,6.410441476,641.5947101,Lentil
2,72,18,26.57597546,60.97876599,7.836719564,610.6932871,Lentil
6,59,21,26.58972517,66.14007674,6.139215944,610.9193356,Lentil
13,64,20,19.1345771,62.57526895,6.590571088,437.6336365,Lentil
8,58,17,28.75273118,69.15640149,7.286049978,421.8511405,Lentil
6,77,20,25.78746268,60.2816298,6.058306161,589.7204612,Lentil
2,75,22,23.89271875,61.78779413,6.658605362,630.6876134,Lentil
3,69,23,28.67408774,63.18832976,7.299360767,515.5222352,Lentil
27,80,24,28.42062847,61.77336343,7.815210661,588.2840164,Lentil
39,78,15,21.35499456,62.60136323,5.925391795,501.3863801,Lentil
40,79,17,21.12695586,63.18738532,6.403683619,464.6201357,Lentil
37,62,22,24.02037872,61.62313345,7.397546271,597.3723094,Lentil
31,60,24,25.40474421,65.8567539,7.722335992,623.046872,Lentil
22,67,22,29.03017561,64.49166566,7.475926645,659.2725252,Lentil
3,78,18,20.21368219,68.65257685,6.887130053,610.7679587,Lentil
4,80,16,29.19585548,68.01965728,7.441976825,539.1914293,Lentil
13,61,24,18.29783597,69.6897615,7.629910253,592.6933775,Lentil
12,66,20,27.41434987,63.41785982,7.336117221,533.1813052,Lentil
4,61,21,24.84063998,60.09116626,6.75020529,585.3348445,Lentil
9,60,21,29.94413861,67.31323084,7.52178027,484.4536475,Lentil
18,66,22,25.87990287,67.55109024,6.347379185,574.7574269,Lentil
32,56,18,20.0467711,65.84395319,7.135251532,552.6399749,Lentil
6,72,15,22.99451999,66.70897237,7.670178119,653.8852985,Lentil
15,77,20,25.13163619,66.92642362,7.399749291,588.481867,Lentil
0,65,24,28.49584395,62.44616219,7.841496029,637.7437228,Lentil
30,79,22,18.28766124,69.48515056,6.254216611,583.2539326,Lentil
3,63,16,24.38041875,61.18458224,6.868881708,637.6736034,Lentil
2,78,23,21.31852148,66.43934593,7.320514721,545.1140162,Lentil
10,78,18,18.54141834,62.70637578,6.296976913,528.9383692,Lentil
14,67,25,25.28710601,60.85993533,7.241151936,592.4843978,Lentil
39,65,23,25.43459777,69.12613376,7.685959305,492.321951,Lentil
19,72,15,28.83600962,69.76112921,6.890760124,529.0275055,Lentil
18,57,21,27.37659643,63.93927841,6.155915975,593.6846128,Lentil
31,58,15,28.31886863,60.19461399,6.167855382,544.3825501,Lentil
28,58,25,27.4818649,62.04814951,6.861640036,453.7348769,Lentil
5,65,19,18.28072173,68.10365387,6.978361689,585.6303942,Lentil
16,65,19,27.61204997,69.29786244,7.043160241,512.6849285,Lentil
34,65,19,23.43974653,63.22011726,5.94239222,544.8332756,Lentil
14,69,19,20.95628486,63.68128841,7.239455147,628.7857451,Lentil
22,55,16,23.7937153,68.03209183,6.516317561,596.8706516,Lentil
24,61,17,22.6371424,65.44544859,6.233269045,459.6493292,Lentil
2,79,15,21.53577883,65.47227704,7.505283615,429.012911,Lentil
26,63,17,29.87854588,65.73085206,6.950300686,539.4785738,Lentil
27,61,15,25.2653291,67.10004577,6.958054839,580.0729426,Lentil
24,70,16,25.17885316,68.93307305,6.54803469,420.4181774,Lentil
13,74,25,24.12192608,61.09533545,6.461618577,530.8355142,Lentil
6,64,23,23.33565221,67.40460704,7.065264073,434.2414465,Lentil
12,58,23,21.74600081,63.39503184,6.765091462,605.1967302,Lentil
32,79,22,27.60195453,63.46170674,5.91645379,652.5377039,Lentil
6,68,18,24.388717,62.50453062,6.711341147,567.1262993,Lentil
10,79,20,24.98287462,66.895409,6.379881442,458.5644682,Lentil
38,77,22,28.234829,69.3159965,6.313284268,424.4197708,Lentil
17,74,17,26.03026959,69.55863145,7.393210848,445.3674961,Lentil
26,68,24,28.04849594,64.07691942,7.504930973,445.8989959,Lentil
23,75,17,24.87425505,64.00213929,7.198076286,579.3764978,Lentil
32,78,22,23.97081395,62.35557553,7.007037515,640.9087258,Lentil
19,79,19,20.06003985,67.76252583,6.677262562,514.7410868,Lentil
22,60,18,19.59221047,61.28633405,6.74398035,501.2458716,Lentil
28,69,16,29.77013109,66.29327012,6.547361618,428.3608966,Lentil
1,67,21,27.52135365,60.53657684,6.551577598,576.7789568,Lentil
12,67,23,25.62896213,63.14909763,6.585020303,545.9620789,Lentil
36,67,20,20.39078312,60.47528931,6.924042372,639.7810286,Lentil
28,70,21,25.39038396,60.4989659,7.437373666,470.2049406,Lentil
12,71,19,24.91079638,60.71367427,7.142611056,506.3688476,Lentil
22,68,16,27.70496805,63.20915034,7.74672376,449.5392872,Lentil
26,66,22,18.06486101,65.1034354,6.300479414,618.590739,Lentil
16,65,16,18.13027797,62.45851612,6.078724107,607.3542252,Lentil
14,59,22,23.82723528,67.89815262,6.76660668,562.8870092,Lentil
33,59,19,23.19305333,62.74710773,7.641024177,594.625597,Lentil
21,63,17,25.08966129,68.17543102,6.559681838,497.4583943,Lentil
0,69,21,25.86928193,61.88321072,7.072923306,440.1940846,Lentil
10,75,17,18.43966037,68.05394959,7.732194788,468.1190564,Lentil
30,61,18,27.14911056,67.02664337,6.157782589,630.0975241,Lentil
0,74,17,23.33375853,64.50515776,7.240988401,564.181285,Lentil
35,74,22,26.7230014,62.96841833,6.898905799,514.4729876,Lentil
7,63,24,19.55750776,64.45268309,6.818681086,636.5603299,Lentil
9,56,17,26.13708256,66.7729209,6.261937875,557.7936817,Lentil
14,74,15,27.99990346,65.57653373,6.493036868,599.2851677,Lentil
14,76,20,29.05941162,62.10652364,7.042474679,438.0136392,Lentil
36,65,16,25.71269843,64.1123333,7.692013657,602.0481325,Lentil
28,67,21,21.79792649,63.73086065,6.250994223,559.4844266,Lentil
28,79,16,24.70626432,60.26854183,6.052184881,637.493151,Lentil
40,61,22,20.94981756,65.8108757,7.002216044,530.8695614,Lentil
10,70,19,24.84918386,68.98088448,7.272427638,499.3296653,Lentil
12,80,19,21.91041045,65.21662467,5.962001484,433.2253645,Lentil
37,77,20,25.93381964,68.70533022,7.080506001,612.2847328,Lentil
0,67,22,29.82112112,69.4073209,6.593798387,618.7753298,Lentil
7,73,25,27.52185591,63.13215259,7.28805662,542.5009285,Lentil
10,56,18,27.99627907,68.6428593,7.32710972,553.2702229,Lentil
39,70,15,20.76774783,63.90164154,6.366355781,575.1258624,Lentil
26,56,22,23.05276444,60.424786,7.011121216,631.2342311,Lentil
9,77,17,21.65845777,63.58337146,6.280725549,456.9191297,Lentil
4,59,19,26.25070298,67.62779652,7.621494566,489.7275588,Lentil
34,73,15,20.97195263,63.83179889,7.630424083,637.2249467,Lentil
33,77,15,23.89736406,66.32102048,7.802212437,488.9444108,Lentil
2,24,38,24.55981624,91.63536236,5.922935513,1343.621546,Pomegranate
6,18,37,19.65690085,89.93701023,5.937649578,1296.550711,Pomegranate
8,26,36,18.78359608,87.4024767,6.804781106,1230.221711,Pomegranate
37,18,39,24.1469628,94.5110662,6.424670614,1322.77996,Pomegranate
0,27,38,22.44581266,89.90147027,6.738016221,1312.687198,Pomegranate
31,25,38,24.96273236,92.40501423,6.497366677,1313.00303,Pomegranate
21,21,38,22.5526059,89.3259486,6.327673765,1258.746772,Pomegranate
6,30,40,22.77035608,91.45498527,6.36137446,1283.591041,Pomegranate
25,27,41,19.20090378,94.27659596,6.923509371,1296.508266,Pomegranate
15,11,38,23.12808226,92.68328358,6.630646083,1312.716188,Pomegranate
14,5,36,24.92639065,85.19098079,5.832525853,1257.232565,Pomegranate
16,10,41,24.77464458,85.63608688,6.738993954,1269.114973,Pomegranate
36,7,37,19.8671184,86.35590206,5.782435567,1299.80263,Pomegranate
4,20,41,24.26601316,93.7974061,6.537042717,1254.450131,Pomegranate
29,22,40,23.62600218,89.73266695,6.145104401,1292.204245,Pomegranate
16,15,42,19.67832052,89.08935702,6.890784045,1302.56236,Pomegranate
18,27,41,22.36509395,92.30882391,7.175344328,1257.8596,Pomegranate
11,18,42,21.57936934,94.88267728,5.938528744,1234.312058,Pomegranate
5,15,38,18.26233221,88.16779129,5.709380472,1296.908072,Pomegranate
18,23,44,23.71028128,89.61794165,6.184400085,1267.799888,Pomegranate
9,8,40,22.48720144,89.9224883,6.553509673,1339.957898,Pomegranate
40,27,45,21.6602498,94.79397419,5.885638185,1349.219627,Pomegranate
22,23,44,20.13037175,89.31505137,6.143874691,1288.100296,Pomegranate
9,16,39,18.41164435,91.11927248,6.101198974,1262.201971,Pomegranate
12,29,40,19.68291173,89.75272999,6.594037135,1335.382261,Pomegranate
0,17,42,23.20242586,91.19442671,6.859840821,1309.135588,Pomegranate
2,21,44,18.92157197,87.31290342,6.56893406,1233.61593,Pomegranate
28,6,40,22.10621387,91.34039616,6.769855664,1282.445764,Pomegranate
8,23,44,18.47412402,89.68919664,7.130837931,1301.710211,Pomegranate
29,16,36,19.81069447,88.92944254,5.740338002,1234.321008,Pomegranate
17,18,43,24.4880844,90.83687246,5.843005428,1238.363209,Pomegranate
34,21,42,18.75927679,89.93457597,6.648687274,1332.236093,Pomegranate
21,23,42,19.54128063,90.29751796,6.902751061,1252.487854,Pomegranate
25,17,40,18.91251245,87.74938524,6.608023872,1335.360619,Pomegranate
8,25,36,19.91330523,94.95031368,6.828522375,1248.332473,Pomegranate
26,18,42,19.72620525,89.64934166,6.910374919,1298.744731,Pomegranate
4,19,42,23.83185873,87.84034604,6.306605528,1334.679259,Pomegranate
36,24,41,24.94467632,94.25702672,7.009180374,1246.559216,Pomegranate
5,24,40,24.692258,93.87030088,6.297907579,1256.082545,Pomegranate
19,17,39,24.72485577,85.56083187,6.728599215,1335.345101,Pomegranate
39,30,38,20.12644921,87.59629625,6.965156738,1296.786948,Pomegranate
5,29,44,21.02432943,93.0569505,5.578095745,1257.416407,Pomegranate
4,24,43,22.40423537,88.1508343,7.199504273,1318.434235,Pomegranate
38,21,35,20.33691147,89.38003827,5.841367187,1331.583764,Pomegranate
37,11,36,24.24779615,85.56033312,6.710143266,1283.05924,Pomegranate
9,25,41,24.81530144,91.90842992,5.972714857,1311.424102,Pomegranate
29,22,43,19.66329768,87.95158129,5.561851831,1272.456966,Pomegranate
5,21,38,22.43377991,90.3396556,6.107054808,1349.516364,Pomegranate
22,26,38,22.92052307,85.12912161,6.988035315,1322.925409,Pomegranate
4,18,37,22.91843172,85.40695044,7.13147457,1275.381247,Pomegranate
21,6,41,24.88244467,89.39686219,7.086947687,1286.342048,Pomegranate
29,21,45,23.40981539,93.13277,6.749260456,1262.688892,Pomegranate
23,5,44,21.20725375,94.26304717,7.16300467,1290.792965,Pomegranate
13,7,43,18.20230419,91.12282162,7.013481515,1315.948769,Pomegranate
5,13,37,22.34375696,89.7870345,5.648243649,1239.819689,Pomegranate
27,24,41,24.32770134,90.88292835,6.610251186,1325.527751,Pomegranate
7,23,35,19.75088482,88.71691157,7.054313823,1230.645642,Pomegranate
12,20,39,19.86173586,86.19740917,6.026999326,1332.261515,Pomegranate
4,19,43,18.07132963,93.14554876,5.779427402,1276.322428,Pomegranate
3,9,45,23.89162561,89.61850203,6.535244251,1255.410264,Pomegranate
1,27,36,23.98598756,93.34236582,5.684995235,1259.895384,Pomegranate
23,30,44,20.93892916,85.42912869,6.12476108,1236.355126,Pomegranate
24,21,42,20.82210727,87.22815682,6.999014379,1313.315921,Pomegranate
13,30,37,20.86474944,91.61793636,6.277148771,1282.422763,Pomegranate
40,11,44,24.45840036,86.10874614,6.322396027,1336.535632,Pomegranate
21,9,40,24.51147697,90.64498715,5.956401828,1267.451945,Pomegranate
3,27,44,24.56811204,92.03009222,6.591302797,1331.560673,Pomegranate
40,29,42,24.63228709,89.01574455,7.104094929,1328.347421,Pomegranate
14,25,40,20.07386547,90.97819712,6.407872061,1244.500866,Pomegranate
38,14,37,21.80523051,94.63612858,6.658402594,1231.786615,Pomegranate
34,9,36,22.8122645,86.34233767,6.276038961,1325.318752,Pomegranate
32,14,37,22.73031253,88.48567856,6.825256236,1256.211892,Pomegranate
18,21,35,23.2801227,94.94330457,6.368560522,1333.658515,Pomegranate
8,23,38,19.30106297,87.1775172,7.005410734,1265.719909,Pomegranate
15,6,41,19.0087067,88.83768149,6.897368477,1304.152774,Pomegranate
0,5,36,24.35193812,90.88612388,6.152906502,1266.35022,Pomegranate
22,9,44,24.72235539,88.87651295,5.744361602,1346.31182,Pomegranate
14,8,43,21.92513945,94.46485312,7.051654924,1340.594419,Pomegranate
31,11,45,24.83954414,86.88738076,6.034612928,1291.722925,Pomegranate
39,17,45,18.09691127,90.42177379,6.924490731,1258.58268,Pomegranate
10,5,42,20.24104904,91.08706822,6.887005997,1311.045281,Pomegranate
8,28,38,23.22594,94.42971362,6.8444019,1268.301427,Pomegranate
32,13,42,23.50128217,92.97527546,5.786058032,1279.4286,Pomegranate
18,9,40,19.44623085,89.02127045,5.627186257,1273.9282,Pomegranate
20,27,41,20.51343484,92.51675903,5.700088663,1326.916828,Pomegranate
39,25,36,18.90223032,94.99897537,5.567805185,1291.323853,Pomegranate
20,7,45,18.90592319,89.24126808,6.077886012,1349.701129,Pomegranate
11,10,45,22.63045168,88.45577158,6.397995609,1308.429116,Pomegranate
40,18,43,19.38603815,86.79058496,5.767372539,1318.957181,Pomegranate
3,26,39,24.38318965,91.19431555,7.079973241,1243.214537,Pomegranate
9,16,36,23.77989026,92.93386903,5.893332378,1283.732676,Pomegranate
30,20,38,22.59890174,93.16343942,7.058222596,1321.119479,Pomegranate
40,9,41,24.37766782,85.4017118,5.78270695,1273.540056,Pomegranate
40,30,35,20.89273273,91.07776977,6.269663963,1253.2885,Pomegranate
32,25,35,18.09903225,85.70786282,5.892913826,1284.061171,Pomegranate
33,23,45,20.00218987,85.83618191,7.116538883,1348.044552,Pomegranate
4,14,41,19.85139326,89.80732335,6.430163481,1233.82363,Pomegranate
13,17,45,21.25433607,92.65058936,7.159520979,1275.341608,Pomegranate
39,24,39,23.65374106,93.32657504,6.431265737,1317.691414,Pomegranate
8,28,37,23.88404783,86.20613842,6.082571701,1299.746147,Pomegranate
91,94,46,29.36792366,76.24900101,6.149934034,1113.940909,Banana
105,95,50,27.33368994,83.67675197,5.849076099,1212.593749,Banana
108,92,53,27.40053601,82.96221306,6.276800323,1259.2536,Banana
86,76,54,29.3159075,80.11585705,5.926824754,1081.317375,Banana
80,77,49,26.05433004,79.39654531,5.519088423,1358.756848,Banana
93,94,53,25.86632408,84.42379269,6.079178788,1374.429004,Banana
90,92,55,27.00932084,80.18546798,6.13465588,1167.903805,Banana
108,89,53,29.55054817,78.06762846,5.808497604,1192.137869,Banana
108,88,55,26.28845991,83.390039,5.891458107,1366.475758,Banana
105,77,52,29.16226551,76.16151562,5.816622479,1200.090815,Banana
118,88,52,28.65003945,82.68752542,5.843163161,1185.010124,Banana
101,87,54,29.07311132,76.50045221,6.376756633,1202.031167,Banana
95,75,50,28.08166093,75.26429821,5.623615687,1419.314273,Banana
106,85,53,27.1994597,78.8086068,5.91505509,1196.6917,Banana
86,95,49,28.05484146,78.04602887,6.458714879,1300.748615,Banana
83,79,55,25.14748006,83.34688193,5.565028635,1184.001531,Banana
85,95,47,25.94019018,78.3422098,6.211833161,1438.17564,Banana
109,79,45,27.66752761,79.68542782,6.490074429,1303.97568,Banana
100,76,45,25.56703012,75.94067692,5.590236025,1233.44126,Banana
117,86,48,28.6956201,82.54195839,6.225225239,1393.940207,Banana
114,94,53,26.33544853,76.8532006,6.190757459,1424.229916,Banana
110,78,50,25.93730186,78.89864446,5.915568968,1178.609703,Banana
94,70,48,25.13686519,84.88394407,6.195152442,1097.573099,Banana
80,71,47,27.50527651,80.79783998,6.156373499,1260.93239,Banana
114,79,51,26.21009246,82.34429458,6.313197204,1344.84004,Banana
88,78,45,29.10403455,79.19588629,6.324270089,1104.940291,Banana
112,73,48,29.2440638,77.32017166,5.707488987,1088.007344,Banana
117,76,47,25.56202173,77.38229006,6.119216009,1117.229662,Banana
111,87,48,26.3985515,81.36028902,5.571401169,1178.01024,Banana
89,83,47,28.09577643,77.79586769,5.63127166,1314.490337,Banana
93,91,47,27.84767901,83.31110751,6.101241579,1407.454694,Banana
92,81,52,27.39341554,81.4654833,6.438137279,1131.732247,Banana
105,74,45,25.14517635,81.38204104,6.098369122,1430.617848,Banana
102,71,48,28.65456263,79.28693687,5.695267822,1229.56053,Banana
94,91,51,29.16093424,76.67484233,5.618094446,1314.911328,Banana
116,71,47,27.57278064,82.0638878,6.435785799,1096.113181,Banana
117,79,49,25.40909896,82.36208097,6.176644228,1355.753765,Banana
119,72,55,25.99069521,83.33983116,6.220643671,1344.932582,Banana
99,73,53,26.29039046,81.06003778,5.871702211,1424.076439,Banana
91,84,52,29.14827211,78.71024836,6.390741836,1410.441372,Banana
80,90,47,26.59743595,79.35898915,6.21084479,1288.73366,Banana
101,70,48,25.36059237,75.03193255,6.012696655,1398.637746,Banana
108,89,53,29.12036889,80.18080728,5.908770059,1348.778466,Banana
100,80,52,27.53911354,77.25629897,6.049801781,1323.914548,Banana
109,91,53,29.66727337,83.51014178,6.010095853,1323.013322,Banana
82,78,46,25.05802193,84.97323747,5.738678895,1325.290564,Banana
106,70,55,25.86824781,78.52399914,5.74055541,1395.623466,Banana
90,86,52,25.85036988,81.95580471,5.793260262,1429.027405,Banana
83,95,50,26.51682337,77.79913575,5.50947065,1306.25701,Banana
119,90,48,28.66725136,79.59242542,5.986442306,1419.100129,Banana
107,72,45,28.14938935,81.54448882,5.790768046,1096.86101,Banana
116,81,55,26.42313317,83.6995044,5.915546415,1141.478647,Banana
101,75,50,26.59386409,81.40740301,6.242528278,1319.790661,Banana
93,81,50,27.71822477,76.57853189,6.036079266,1226.519803,Banana
95,75,45,28.98333432,82.95958244,5.829898502,1308.270768,Banana
107,71,55,29.42017919,83.96754496,6.088064451,1406.748948,Banana
83,94,47,27.39872329,81.10523402,6.469370954,1345.626461,Banana
102,73,54,26.4020227,84.41007614,5.720726906,1332.194711,Banana
86,79,45,27.81251452,82.69285419,5.80766417,1190.515382,Banana
117,86,53,25.19640218,83.55829874,5.703381728,1390.303297,Banana
111,79,53,28.31193338,75.77363772,6.165001278,1436.34918,Banana
95,74,50,25.90113128,80.47152737,6.002481605,1321.23876,Banana
91,75,55,27.48612983,76.11239849,6.212369363,1311.322621,Banana
93,83,46,29.38254012,83.50423735,5.765308943,1310.983976,Banana
92,85,51,29.22118628,81.08183635,5.740764682,1306.339769,Banana
104,80,54,27.09062164,81.33506906,5.879119455,1321.597418,Banana
103,72,51,26.12643374,81.81365007,6.099478745,1253.77543,Banana
92,75,45,29.01207743,77.95192527,5.674403359,1085.219453,Banana
93,85,49,27.96799119,79.28625709,5.694243847,1433.718668,Banana
120,87,52,28.0764455,76.05522115,5.905494703,1427.908288,Banana
108,72,46,25.16278237,84.97849241,6.110844721,1091.346554,Banana
105,88,54,25.78749808,84.51194224,6.020445317,1370.406546,Banana
98,79,50,25.34119774,84.47321314,6.435917308,1092.779202,Banana
111,88,55,29.44795403,78.34971537,5.505393833,1157.40511,Banana
97,74,45,26.47522633,78.51833782,5.677719902,1357.393314,Banana
95,82,48,27.39489579,83.31172003,5.719014989,1113.376034,Banana
89,91,55,25.08347445,80.261731,6.275572298,1131.955375,Banana
89,85,55,26.6719835,76.48541655,6.275384607,1100.803028,Banana
118,88,51,25.44926208,79.49221962,6.201911642,1207.943005,Banana
101,92,45,28.22776705,80.6430384,5.758054257,1176.048362,Banana
99,92,47,28.1279509,77.48247073,6.323933647,1242.054474,Banana
82,77,46,28.9470467,82.1888998,5.901100841,1149.961974,Banana
90,86,55,27.96236771,84.15403614,5.644486582,1170.718401,Banana
95,88,52,28.00316034,78.90085998,6.235461772,1136.181638,Banana
104,73,46,29.1400919,80.1190228,6.28236237,1085.417144,Banana
102,73,52,27.9122104,83.36307683,6.356090905,1082.905383,Banana
100,74,52,25.43480512,81.53977797,5.837258235,1157.736047,Banana
94,89,48,28.55980972,84.51602322,5.653437902,1333.011635,Banana
99,70,46,26.59580783,82.99556744,5.727469947,1206.148009,Banana
112,87,48,27.19711623,77.3970629,6.200111068,1193.634056,Banana
117,82,45,25.29391516,79.29122198,5.614471478,1265.064301,Banana
96,86,51,29.90888522,76.98740841,6.257369799,1103.995765,Banana
113,85,45,27.94972463,76.63713353,6.037430836,1309.105957,Banana
105,93,46,25.01018457,78.76260938,5.760457558,1300.428616,Banana
85,89,51,29.21144871,84.70189923,6.158164422,1302.601732,Banana
108,94,47,27.35911627,84.54625006,6.387431383,1089.750055,Banana
92,81,52,28.0106804,76.52808057,5.891413895,1244.44894,Banana
110,71,54,28.67208915,82.20793613,5.725418961,1132.5585,Banana
82,75,55,27.34585147,78.4873835,6.281069505,1105.86292,Banana
117,81,53,29.50704598,78.20585613,5.507641778,1177.507899,Banana
2,40,27,29.73770045,47.54885174,5.954626604,1081.150422,Mango
39,24,31,33.55695561,53.72979826,4.757114897,1184.103307,Mango
21,26,27,27.00315545,47.67525434,5.699586972,1150.214199,Mango
25,22,25,33.56150184,45.53556603,5.977413803,1148.46311,Mango
0,21,32,35.89855625,54.25964196,6.430139436,1106.366608,Mango
20,19,35,34.17719782,50.62161586,6.113935087,1176.082559,Mango
19,21,34,30.01592643,53.19212381,5.074272692,1172.741182,Mango
18,17,31,31.74592134,45.16127859,5.667507706,1125.05299,Mango
11,36,33,35.99009679,52.22780489,5.978634285,1144.456181,Mango
30,28,30,31.86641378,52.19331595,5.064613314,1181.612237,Mango
18,19,27,27.75518664,52.34605806,4.772385986,1129.345601,Mango
23,23,27,34.72413192,51.4271781,5.161148592,1167.75097,Mango
37,30,34,27.53907547,53.63549533,6.797779227,1192.248982,Mango
11,27,30,27.69637763,48.5622488,6.39474303,1078.27758,Mango
12,19,31,27.25373364,52.66319725,5.566704378,1102.477497,Mango
3,28,33,30.33723921,48.88704844,5.755049971,1133.142063,Mango
37,38,32,31.85744939,45.53106268,5.417340525,1098.701499,Mango
26,37,30,35.39986338,49.45962621,6.166173834,1168.926481,Mango
14,18,30,29.80747243,52.13797867,5.191265116,1148.952732,Mango
40,16,35,34.16438906,54.16482251,4.954739564,1180.002135,Mango
4,20,25,28.93270187,47.94053996,5.664587011,1199.80109,Mango
36,25,33,27.98392787,53.33018851,5.548584852,1195.375881,Mango
30,17,31,31.20478173,54.49960506,6.804437106,1135.55456,Mango
28,37,28,32.13409675,50.52559148,6.097869767,1183.600042,Mango
38,15,30,28.91862016,48.13974548,5.075504537,1164.159792,Mango
12,37,30,31.09779147,47.41196659,4.546466109,1083.434922,Mango
38,19,31,34.73823882,49.08864345,5.855119268,1087.802662,Mango
8,33,29,29.98080499,49.48613279,6.442393461,1101.872588,Mango
15,27,28,33.80398664,46.12866113,4.507523551,1089.905909,Mango
34,16,25,30.07202564,50.96040505,6.10729559,1105.153172,Mango
11,36,31,27.92063282,51.77965917,6.47544932,1203.102808,Mango
33,29,34,31.40948821,49.21729127,6.832979509,1115.96873,Mango
12,31,26,35.7877738,51.94190321,5.395275719,1202.592738,Mango
12,34,28,33.36140093,45.02236377,6.13526938,1185.791585,Mango
5,16,31,35.96054636,48.69677802,4.555688532,1176.077309,Mango
1,30,29,28.33333307,51.39586505,6.434197756,1100.069011,Mango
16,35,31,32.27652024,50.19368841,5.316875978,1151.938448,Mango
35,18,26,31.99490489,50.84881347,5.279388967,1168.64898,Mango
4,40,26,27.58258929,48.56916221,6.720041791,1150.134769,Mango
9,29,34,29.38471637,45.88744691,5.72742254,1209.749591,Mango
2,38,33,32.38697531,53.2328243,4.691396195,1082.595986,Mango
26,32,32,30.91471455,49.92963856,6.810186079,1081.685731,Mango
34,38,31,35.37775595,45.58110023,6.454045329,1168.990368,Mango
5,32,33,32.32362177,52.5896771,5.842763773,1120.406258,Mango
31,29,26,28.22373428,47.40519056,5.024124684,1173.219879,Mango
34,34,35,27.27433181,47.16808054,6.422710539,1143.095904,Mango
36,19,32,27.10710832,50.70880979,4.94295037,1108.468665,Mango
7,17,26,34.89226666,48.75613373,6.414526606,1099.568946,Mango
38,15,27,33.7462686,48.50387598,6.777788126,1107.172705,Mango
5,19,25,27.3511056,54.43945147,6.441328044,1155.335106,Mango
37,36,26,32.89300162,52.61323969,4.650536197,1133.899365,Mango
21,31,32,35.38598705,51.42664176,5.254532213,1083.557267,Mango
37,36,27,27.5529736,47.90859131,5.910634533,1084.839924,Mango
23,23,30,32.82141065,47.45553843,4.755273631,1090.700773,Mango
36,26,26,30.17294105,51.0845903,6.814630246,1142.813314,Mango
24,33,35,29.26382931,54.82257868,5.342866119,1209.103471,Mango
26,18,30,32.06097197,51.08494181,6.336234624,1159.17798,Mango
22,17,26,28.69818144,47.71875722,4.754435025,1195.709448,Mango
11,34,32,29.14305008,49.40983294,6.831706773,1170.618664,Mango
29,35,28,28.3471611,53.53903102,6.967417766,1084.831253,Mango
22,28,26,27.67256197,45.41692012,4.947683034,1114.198981,Mango
23,24,32,28.1218093,46.16888595,5.630619901,1119.629694,Mango
1,35,34,30.79375683,46.69536813,6.27339822,1106.558227,Mango
2,24,34,28.89409382,54.80750249,6.472774648,1137.158757,Mango
39,37,25,33.33024826,45.61143594,6.953246506,1179.429962,Mango
15,36,27,27.78912455,53.96886679,5.643710216,1092.13836,Mango
3,18,31,31.65333432,48.20662669,6.392313973,1093.16947,Mango
8,38,32,29.75150773,46.73723302,4.981816523,1096.871796,Mango
33,31,34,31.32995611,50.22287593,5.421265283,1077.38594,Mango
14,29,32,35.63627319,48.97047762,6.942520105,1170.234245,Mango
18,20,26,31.66524687,51.98594645,5.435840509,1079.762917,Mango
9,21,32,32.26935342,53.56092806,5.870116071,1151.284243,Mango
20,30,27,27.81005614,51.59445462,4.74910393,1150.78783,Mango
9,38,25,34.58561471,50.34035336,5.497946899,1203.672863,Mango
26,24,34,31.27180992,52.23810152,6.811291098,1076.929082,Mango
31,36,29,33.93679864,52.72170281,6.460542749,1169.534302,Mango
14,18,35,31.09154239,47.02058367,4.791146778,1097.599718,Mango
40,16,35,31.89356292,49.02450149,6.4841522,1075.124578,Mango
28,27,34,32.45465292,50.69693751,6.526654345,1140.584593,Mango
0,17,30,35.47478322,47.97230503,6.279133738,1173.488697,Mango
1,29,29,27.32961444,49.30347234,6.052026047,1122.383683,Mango
2,36,31,30.90225239,49.95955487,5.73171945,1101.302712,Mango
12,27,26,29.09382275,45.5661059,5.32307197,1154.822405,Mango
7,28,35,30.02086169,46.78393776,4.66910839,1159.646523,Mango
0,36,26,34.13072188,51.25786185,5.101206389,1156.65696,Mango
26,35,31,33.44619894,53.05980465,5.339556562,1176.610727,Mango
27,21,30,35.3915464,52.48823147,5.061081874,1094.745726,Mango
22,38,31,31.53356352,53.06009323,5.821106036,1182.843006,Mango
22,18,31,30.7645515,47.93791463,5.956027059,1084.620416,Mango
28,23,28,30.01821337,50.0983181,5.676032581,1153.04941,Mango
7,31,27,31.32863689,47.59319575,6.524114355,1136.081368,Mango
29,34,26,33.88004781,54.39416048,6.273953676,1071.49771,Mango
8,37,33,28.07802689,54.9640534,6.128167757,1169.444834,Mango
39,16,27,35.53845018,52.94641947,4.934964765,1098.547251,Mango
40,24,25,28.70595247,50.44030129,5.445008416,1150.735733,Mango
19,38,26,31.48451729,48.77926304,4.525722333,1118.066636,Mango
21,21,30,27.69819273,51.41593238,5.403908328,1209.264846,Mango
